Fecha,Irradiancia,Tambiente,Tmodulo,Potencia
2022-01-07 09:00:00,471.93611111111113,26.91944444444445,34.90833333333334,1.0002777777777778
2022-01-07 10:00:00,653.3027777777777,29.30555555555556,41.20555555555556,1.3669444444444447
2022-01-07 11:00:00,726.4583333333334,31.722222222222225,46.22222222222223,1.575277777777778
2022-01-07 12:00:00,851.4333333333333,31.63888888888889,50.71944444444444,1.724444444444445
2022-01-07 13:00:00,752.3249999999999,30.35,50.855555555555554,1.6083333333333334
2022-01-07 14:00:00,560.4972222222223,30.05555555555556,46.225,1.1647222222222222
2022-01-07 15:00:00,497.0222222222222,31.33055555555556,42.06388888888889,1.0522222222222222
2022-01-07 16:00:00,400.7583333333334,30.025,36.48333333333333,0.7847222222222223
2022-01-07 17:00:00,24.169444444444448,26.10277777777777,29.15277777777777,0.0713888888888888
2022-01-07 18:00:00,215.68708986580583,23.43611111111112,21.70277777777777,0.01
2022-01-07 19:00:00,0.0,22.147222222222226,20.16111111111111,0.0
2022-01-08 06:00:00,0.0,19.2,19.2,0.0
2022-01-08 07:00:00,9.2,20.3,19.3,0.02
2022-01-08 08:00:00,167.8,25.8,26.4,0.38
2022-01-08 09:00:00,185.3,24.2,26.1,0.45
2022-01-08 10:00:00,172.4,25.1,28.0,0.44
2022-01-08 11:00:00,421.7,26.4,32.2,0.79
2022-01-08 12:00:00,944.3,29.0,40.1,2.09
2022-01-08 13:00:00,236.3,27.2,34.7,0.54
2022-01-08 14:00:00,192.3,27.8,37.9,0.41
2022-01-08 15:00:00,199.4,27.5,34.5,0.43
2022-01-08 16:00:00,502.5,28.4,31.4,1.04
2022-01-08 17:00:00,54.2,26.1,27.4,0.14
2022-01-08 18:00:00,215.68708986580583,24.4,23.1,0.01
2022-01-08 19:00:00,0.0,23.9,22.8,0.0
2022-01-09 06:00:00,0.0,18.222685185185185,17.300925925925924,0.0
2022-01-09 07:00:00,9.2,18.28240740740741,17.06574074074074,0.0131111111111111
2022-01-09 08:00:00,206.46435185185183,25.599537037037035,24.017592592592592,0.4697222222222222
2022-01-09 09:00:00,423.7421296296297,26.572685185185183,33.69305555555555,0.905324074074074
2022-01-09 10:00:00,570.9532407407407,28.58981481481481,39.57314814814815,1.203101851851852
2022-01-09 11:00:00,669.4680555555555,31.2425925925926,44.97592592592593,1.424490740740741
2022-01-09 12:00:00,859.2722222222222,31.295370370370367,49.83935185185186,1.790185185185185
2022-01-09 13:00:00,626.1291666666667,30.125,49.26481481481482,1.4063888888888891
2022-01-09 14:00:00,531.1300925925926,29.498148148148147,44.195833333333326,1.087175925925926
2022-01-09 15:00:00,412.525925925926,30.435648148148147,40.30787037037037,0.8775925925925926
2022-01-09 16:00:00,416.7680555555556,29.8625,35.93055555555556,0.8255092592592593
2022-01-09 17:00:00,27.83101851851852,26.086574074074075,28.994907407407407,0.0799537037037037
2022-01-09 18:00:00,215.68708986580583,23.542129629629628,21.836574074074075,0.01
2022-01-09 19:00:00,0.0,22.438425925925927,20.53796296296296,0.0
2022-01-10 06:00:00,0.0,18.2,17.5,0.0
2022-01-10 07:00:00,9.2,18.2,17.4,0.01
2022-01-10 08:00:00,191.8,26.6,24.0,0.46
2022-01-10 09:00:00,459.2,27.6,36.0,0.97
2022-01-10 10:00:00,758.8,29.8,40.3,1.62
2022-01-10 11:00:00,221.6,30.3,43.1,0.43
2022-01-10 12:00:00,240.3,30.5,41.8,0.95
2022-01-10 13:00:00,944.9,30.3,47.6,1.95
2022-01-10 14:00:00,881.1,28.9,37.2,1.92
2022-01-10 15:00:00,585.6,31.2,41.6,1.28
2022-01-10 16:00:00,427.6,30.2,36.6,0.85
2022-01-10 17:00:00,27.3,26.3,29.3,0.08
2022-01-10 18:00:00,215.68708986580583,24.0,22.6,0.01
2022-01-10 19:00:00,0.0,22.4,20.1,0.0
2022-01-11 06:00:00,0.0,18.393132716049383,17.634413580246914,0.0
2022-01-11 07:00:00,9.2,18.33503086419753,17.315586419753085,0.0131555555555555
2022-01-11 08:00:00,150.2,23.6,23.0,0.37
2022-01-11 09:00:00,482.0,27.6,35.0,1.02
2022-01-11 10:00:00,667.5,28.4,38.6,1.43
2022-01-11 11:00:00,798.6,28.8,36.5,1.67
2022-01-11 12:00:00,520.0,26.0,34.2,1.53
2022-01-11 13:00:00,261.9,25.5,35.3,0.6
2022-01-11 14:00:00,764.1,27.1,37.5,1.67
2022-01-11 15:00:00,617.8,29.2,32.5,1.11
2022-01-11 16:00:00,428.7,27.6,29.7,0.89
2022-01-11 17:00:00,35.0,25.1,28.0,0.08
2022-01-11 18:00:00,215.68708986580583,23.0,21.3,0.01
2022-01-11 19:00:00,0.0,22.3,20.8,0.0
2022-01-12 06:00:00,0.0,18.3,17.5,0.0
2022-01-12 07:00:00,9.2,18.1,17.1,0.0131555555555555
2022-01-12 08:00:00,209.3,22.5,22.6,0.48
2022-01-12 09:00:00,463.9,26.6,35.3,0.98
2022-01-12 10:00:00,266.7,26.1,32.8,0.73
2022-01-12 11:00:00,771.0,29.6,40.6,1.72
2022-01-12 12:00:00,902.2,29.8,42.7,1.96
2022-01-12 13:00:00,924.4,28.0,38.5,1.75
2022-01-12 14:00:00,175.3,26.6,36.2,0.66
2022-01-12 15:00:00,616.1,29.2,35.6,1.39
2022-01-12 16:00:00,436.4,29.0,36.0,0.88
2022-01-12 17:00:00,20.3,24.9,28.6,0.07
2022-01-12 18:00:00,215.68708986580583,22.5,21.1,0.01
2022-01-12 19:00:00,0.0,20.6,19.2,0.0
2022-01-13 06:00:00,0.0,18.4,17.2,0.0
2022-01-13 07:00:00,9.2,18.8,17.6,0.01
2022-01-13 08:00:00,229.2,23.8,23.0,0.47
2022-01-13 09:00:00,447.5,26.6,33.8,0.97
2022-01-13 10:00:00,702.6,25.5,29.9,1.59
2022-01-13 11:00:00,109.9,26.3,36.1,0.6
2022-01-13 12:00:00,681.0,30.2,46.1,1.39
2022-01-13 13:00:00,362.0,28.1,34.6,0.83
2022-01-13 14:00:00,60.6,25.9,27.7,0.16
2022-01-13 15:00:00,216.4,25.6,32.9,0.46
2022-01-13 16:00:00,60.6,25.8,28.8,0.12
2022-01-13 17:00:00,57.7,24.5,24.6,0.15
2022-01-13 18:00:00,215.68708986580583,22.7,21.4,0.01
2022-01-13 19:00:00,0.0,21.1,19.5,0.0
2022-01-14 06:00:00,0.0,17.1,15.4,0.0
2022-01-14 07:00:00,9.2,16.6,14.9,0.01
2022-01-14 08:00:00,233.9,20.5,19.7,0.5
2022-01-14 09:00:00,480.9,23.1,30.9,1.03
2022-01-14 10:00:00,665.2,25.5,38.5,1.42
2022-01-14 11:00:00,753.5,27.0,41.3,1.68
2022-01-14 12:00:00,867.6,29.5,47.1,1.85
2022-01-14 13:00:00,690.3,26.5,39.0,1.57
2022-01-14 14:00:00,223.9,23.9,29.4,0.52
2022-01-14 15:00:00,255.0,23.3,27.4,0.62
2022-01-14 16:00:00,243.3,24.5,28.3,0.51
2022-01-14 17:00:00,87.6,22.6,25.0,0.1
2022-01-14 18:00:00,215.68708986580583,20.9,19.9,0.01
2022-01-14 19:00:00,0.0,19.1,17.0,0.0
2022-01-15 06:00:00,0.0,14.2,13.0,0.0
2022-01-15 07:00:00,9.2,15.0,14.2,0.0104291555555555
2022-01-15 08:00:00,64.8,17.9,17.6,0.18
2022-01-15 09:00:00,223.9,23.3,25.6,0.55
2022-01-15 10:00:00,714.9,26.3,40.7,1.51
2022-01-15 11:00:00,197.0,24.0,28.4,0.48
2022-01-15 12:00:00,298.3,25.1,35.5,0.68
2022-01-15 13:00:00,664.0,25.6,40.8,1.45
2022-01-15 14:00:00,846.6,26.3,44.8,1.76
